Num Threads, Speedup, Time
1, 0,0.13759
2, 0.634658, 0.216794
3, 0.499346, 0.27554
4, 0.794729, 0.173128
5, 0.833945, 0.164987
6, 0.895597, 0.153629
7, 1.0262, 0.134077
8, 1.32257, 0.104032
9, 1.20154, 0.114511
10, 1.25899, 0.109286
11, 1.26566, 0.10871
12, 1.45328, 0.0946756
13, 1.42342, 0.0966617
14, 1.50833, 0.09122
15, 1.24915, 0.110146
16, 1.2712, 0.108236
17, 1.27882, 0.107591
18, 1.08766, 0.126501
19, 1.01338, 0.135774
20, 0.970195, 0.141817
