Num Threads, Speedup, Time
1, 0,0.141486
2, 0.619211, 0.228494
3, 0.703489, 0.201121
4, 0.857535, 0.164992
5, 0.731193, 0.1935
6, 0.81417, 0.17378
7, 1.0701, 0.132218
8, 1.19561, 0.118339
9, 1.2228, 0.115707
10, 1.30749, 0.108212
11, 1.35742, 0.104232
12, 1.43182, 0.0988157
